thread,tid,sent,ManualLabel,codes,stakeholder,signal,intent,action
12399462,12399462:3,"""According to: URL_http://evilroundabout.blogspot.com.au/2009/11/javascript- printing-rhino.html [ URL_http://evilroundabout.blogspot.com.au/2009/11/javascript - printing-rhino.html] I should use: print(""Hello world""); but when I do I get: CODESNIPPET_JAVA1 .""",o,"[u""'Usability'""]",,explain,,
12399462,12399462:4,"""If I use document.write I don't see any output.""",o,"[u""'Usability'""]",,explain,,
12399462,12399462:5,"""Bring your javascript and java code.""",o,"[""'Others'""]",,clarification,,
12399462,12399462:6,"""You can use the same scope that the rhino shell uses quite easily.""",p,"[""'Usability'""]",,explain,,
12399462,12399462:7,"""The rhino shell relies on a specially constructed scope instance called Global which defines several functions like ""print"".""",o,"[u""'Others'""]",,explain,,
12399462,12399462:8,"""The sample below demonstrates how to use Global and the ""print"" function.This will print ""Hello World!""",o,"[u""'Usability'""]",,explain,,
12399462,12399462:9,""""" twice to stdout.""",o,"[u""'Others'""]",,explain,,
12399462,12399462:10,"""CODESNIPPET_JAVA1 .""",o,"[""'Others'""]",,explain,,
12399462,12399462:11,"""I discovered this through experimentation after digging through the URL_https: //github.com/mozilla/rhino/blob/master/toolsrc/org/mozilla/javascript/tools/sh ell/Main.java [Rhino-shell-executable] .""",o,"[u""'Others'""]",,explain,,
12399462,12399462:12,"""And for the sake of completeness here are the other global functions defined by URL_https://github.com/mozilla/rhino/blob/master/toolsrc/org/mozilla/javasc ript/tools/shell/Global.java [Global] : CODESNIPPET_JAVA2 .""",o,"[u""'Others'""]",,explain,,
12399462,12399462:13,"""see update in my answer.""",o,"[""'Others'""]",,,,
12399462,12399462:14,"""I don't think that will work in embedded mode, I think that will only work in the Rhino console.""",o,"[""'Usability'""]",,unhappy with suggestions,,
12399462,12399462:15,"""You can use java.lang.system.out.println.""",o,"[u""'Usability'""]",,suggestion,,
12399462,12399462:16,"""This should work:- CODESNIPPET_JAVA1 .""",p,"[u""'Usability'""]",,explain,,
12399462,12399462:17,"""You can create your own: CODESNIPPET_JAVA1 .""",o,"[u""'Others'""]",,explain,,
12399462,12399462:18,"""as of january, 2014, the list of methods and properties on CODESNIPPET_JAVA1 .""",o,"[u""'Others'""]",,explain,,
12399462,12399462:19,"""would appear to be the following: CODESNIPPET_JAVA2 .""",o,"[""'Others'""]",,explain,,
410890,410890:1,"""How to trace a NullPointerException in a chain of getters.""",o,"[""'Bug'""]",,used,,
410890,410890:2,"""If I get a NullPointerException in a call like this: CODESNIPPET_JAVA1 .""",o,"[""'Bug'""]",,explain,,
410890,410890:3,"""I get a rather useless exception text like: CODESNIPPET_JAVA2 .""",n,"[""'Bug'"", ""'Usability'""]",,explain,,
410890,410890:4,"""I find it rather hard to find out wich call actually returend null, often finding myself refactoring the code to something like this: CODESNIPPET_JAVA3 .""",n,"[""'Bug'"", ""'Usability'""]",,explain,,
410890,410890:5,"""and then waiting for a more descriptive NullPointerException that tells me which line to look for.""",o,"[""'Bug'"", ""'Usability'""]",,explain,,
410890,410890:6,"""Some of you might argue that concatening getters is bad style and should be avoided anyway, but my Question is: Can I find the bug without changing the code?""",n,"[""'Bug'"", ""'Usability'""]",,explain,,
410890,410890:7,"""Hint: I'm using eclipse and I know what a debugger is, but I can't figuere out how to apply it to the problem.""",n,"[""'Usability'""]",,explain,,
410890,410890:8,""" conclusion on the answers:** Some answers told me that I should not chain getters one after another, some answers showed my how to debug my code if I disobayed that advice.""",o,"[""'Others'""]",,,,
410890,410890:9,"""I've accepted an answer that taught me excactly when to chain getters: If they cannot return null, chain them as long as you like.""",p,"[""'Documentation'"", ""'Usability'""]",,,,
410890,410890:10,"""No need for checking != null, no need to worry about NullPointerExceptions (_be warned that chaining still vialotes the law of demeter, but I can live with that_) If they may return null, don't ever, never ever chain them, and perform a check for null values on each one that may return null This makes any good advice on actual debugging useless.""",p,"[""'Bug'"", ""'Usability'""]",,explain,,
410890,410890:11,"""Now I see that this could have been two seperate questions: 1.""",o,"[""'Others'""]",,,,
410890,410890:12,"""How can I avoid a NPE when using chained getters, 2.""",o,"[""'Bug'"", ""'Others'""]",,clarification,,
410890,410890:13,"""How can I trace the probrem if I didn't avoid the NPE.""",o,"[""'Bug'""]",,clarification,,
410890,410890:14,"""I'm glad I got good answers to both questions, but it makes it rather hard to chose which answer to accept.""",n,"[""'Documentation'""]",,clarification,,
410890,410890:15,"""In IntelliJ IDEA you can set _exceptionbreakpoints_.""",o,"[""'Bug'""]",,clarification,,
410890,410890:16,"""Those breakpoints fire whenever a specified exception is thrown (you can scope this to a package or a class).""",o,"[""'Bug'""]",,explain,,
410890,410890:17,"""That way it should be easy to find the source of your NPE.""",p,"[""'Bug'""]",,explain,,
410890,410890:18,"""I would assume, that you can do something similar in netbeans or eclipse.""",o,"[""'Others'""]",,explain,,
410890,410890:19,"""EDIT: URL_http://help.eclipse.org/help32/index.jsp?topic=/org.eclipse.jdt.doc.""",o,"[""'Others'""]",,explain,,
410890,410890:20,"""user/reference/views/breakpoints/ref-addexception_viewaction.htm [Here] is an explanation on how to add an exceptionbreakpoint in eclipse .""",o,"[""'Documentation'"", ""'Bug'""]",,explain,,
410890,410890:21,"""You can set exception breakpoints in Eclipse as well.""",o,"[""'Bug'"", ""'Usability'""]",,explain,,
410890,410890:22,"""You cannot scope them by class/package but that should not be a problem in this case because the breakpoint needs to be activated only one execution reaches the chained getters.""",o,"[""'Bug'"", ""'Usability'""]",,explain,,
410890,410890:23,"""This technique is only useful if your tests identify the source of every possible NPE.""",p,"[""'Usability'""]",,explain,,
410890,410890:24,"""In production you cannot run your code in a debugger so any NPE will still generate an unhelpful stack trace.""",o,"[""'Bug'"", ""'Usability'""]",,explain,,
410890,410890:25,"""If you find yourself often writing: CODESNIPPET_JAVA1 .""",o,"[""'Others'""]",,explain,,
410890,410890:26,"""this is probably a code smell and should be avoided.""",n,"[""'Bug'""]",,explain,,
410890,410890:27,"""You can refactor, for example, into CODETERM1 which calls CODETERM2 which calls CODETERM3 which calls CODETERM4 .""",o,"[""'Others'""]",,explain,,
410890,410890:28,"""(This example may not make sense for your particular use case, but it's one pattern for fixing this code smell.""",p,"[""'Bug'"", ""'Usability'""]",,explain,,
410890,410890:29,""") See also the URL_http://c2.com/cgi/wiki?LawOfDemeter [Law-of-Demeter] , which says: Your method can call other methods in its class directly Your method can call methods on its own fields directly (but not on the fields' fields) When your method takes parameters, your method can call methods on those parameters directly.""",p,"[""'Others'""]",,explain,,
410890,410890:30,""" When your method creates local objects, that method can call methods on the local objects.""",o,"[""'Others'""]",,explain,,
410890,410890:31,"""Therefore, one should not have a chain of messages, e.g.""",o,"[""'Others'""]",,explain,,
410890,410890:32,"""CODETERM5 .""",o,"[""'Others'""]",,explain,,
410890,410890:33,"""Following this ""law"" has many more benefits apart from making NullPointerExceptions easier to debug.""",p,"[""'Bug'"", ""'Usability'""]",,unhappy with suggestions,,
410890,410890:34,"""NPE is the most useless Exception in Java, period.""",n,"[""'Bug'"", ""'Usability'""]",,explain,,
410890,410890:35,"""It seems to be always lazily implemented and never tells exactly what caused it, even as simple as ""class x.y.Z is null"" would help a lot in debugging such cases.""",n,"[""'Bug'"", ""'Usability'""]",,explain,,
410890,410890:36,"""Anyway, the only good way I've found to find the NPE thrower in these cases is the following kind of refactoring: CODESNIPPET_JAVA1 .""",p,"[""'Bug'"", ""'Usability'""]",,explain,,
410890,410890:37,"""There you have it, now NPE points to correct line and thus correct method which threw the actual NPE.""",p,"[""'Bug'"", ""'Usability'""]",,explain,,
410890,410890:38,"""Not as elegant solution as I'd want it to be, but it works.""",p,"[""'Usability'""]",User-turned-author,promotion,,
410890,410890:39,"""Wow, didn't ever try that because it seemed too easy.""",p,"[""'Usability'""]",,support suggestion,,
410890,410890:40,"""I just thought Java would still treat it like one single line.""",o,"[""'Usability'""]",,support suggestion,,
410890,410890:41,"""I will have a try on it...""",o,"[""'Usability'""]",,support suggestion,plan to use,
410890,410890:42,"""The answer depends on how you view (the contract of) your getters.""",o,"[""'Others'""]",,clarification,,
410890,410890:43,"""If they may return CODETERM1 you should really check the return value each time.""",o,"[""'Others'""]",,clarification,,
410890,410890:44,"""If the getter should not return CODETERM2 , the getter should contain a check and throw an exception ( CODETERM3 ?""",o,"[""'Bug'""]",,clarification,,
410890,410890:45,""") instead of returning CODETERM4 , that you promised never to return.""",n,"[""'Others'""]",,clarification,,
410890,410890:46,"""The stacktrace will point you to the exact getter.""",o,"[""'Others'""]",,clarification,,
410890,410890:47,"""You could even put the unexpected state your getter found in the exception message.""",o,"[""'Bug'""]",,clarification,,
410890,410890:48,"""Getters should never contain side-effect logic, this muddles the code and causes even more confusion than the original problem.""",n,"[""'Usability'""]",,clarification,,
410890,410890:49,"""Especially since a popular testing paradigm to take is to not test the getters and setters, since they're supposed to be simple.""",p,"[""'Usability'""]",,clarification,,
410890,410890:50,"""@rblasch: I really like that answer, as it points me to the original problem: There are methods which may return null, and others that may not.""",p,"[""'Usability'""]",,clarification,,
410890,410890:51,"""I was not always aware of this 'contract' thingy.""",n,"[""'Usability'""]",,clarification,,
410890,410890:52,"""@MeteroidFan2002: I agree that getters should not contain side effect logic, but what rblasch suggests does not seem like a side effect to me.""",p,"[""'Usability'""]",,clarification,,
410890,410890:53,"""A side effect would be changing the inner state of the object, or something like that.""",o,"[""'Usability'""]",,clarification,,
410890,410890:54,"""It seems a rather good idea to check if it fullfills its contract.""",p,"[""'Usability'""]",,clarification,,
410890,410890:55,"""Brian got this completely right.""",p,"[""'OnlySentiment'""]",,support suggestion,,
410890,410890:56,"""MetroidFan2002, note that I'm not proposing any side effects, which we all agree would be bad.""",n,"[""'Usability'""]",,,,
410890,410890:57,"""By the way, the same rationale applies to setters, but I'd use an IllegalArgumentException there.""",o,"[""'Bug'""]",,suggestion,,
410890,410890:58,"""If all accessors must be dumb I see little value over public fields.""",n,"[""'Usability'""]",,,,
410890,410890:59,"""Getters and setters are used in reflection, that's why they are autogenerated.""",o,"[""'Usability'""]",,,,
410890,410890:60,"""Fields don't play nicely with reflection.""",n,"[""'Compatibility'""]",,,,
410890,410890:61,"""Getters and setters should be dumb if possible.""",n,"[""'Usability'""]",,,,
410890,410890:62,"""Setters could do a side-effect, but having it in your getter will cause more confusion than it solves.""",n,"[""'Usability'""]",,,,
410890,410890:63,"""An exception is a side-effect, by the way.""",n,"[""'Bug'""]",,,,
410890,410890:64,"""A getter is supposed to get the property, anything other than that and it is a side effect.""",o,"[""'Usability'""]",,,,
410890,410890:65,"""Why don't fields ""play nicely"" with reflection?""",n,"[""'OnlySentiment'""]",,,,
410890,410890:66,"""And no, that's not a side effect.""",n,"[""'Usability'""]",,,,
410890,410890:67,"""A side effect is an action that changes something outside of a method.""",n,"[""'Usability'""]",,,,
410890,410890:68,"""Changing a global variable, the state of an object or writing to a log is a side effect.""",o,"[""'Usability'""]",,,,
410890,410890:69,"""An exception instead of returning a value isn't.""",n,"[""'Bug'""]",,,,
410890,410890:70,"""Fields don't play nicely with reflection because most reflection apis are built upon a property inspection methodology that conforms to the Javabean contract.""",n,"[""'Compatibility'""]",,,,
